epoch,accuracy,loss,val_accuracy,val_loss
0,0.3291999,1.7665545305092427,0.41989412903785706,1.623099532622951
1,0.4332091,1.5114728012504846,0.4251880645751953,1.5582321446796883
2,0.47946638,1.395452179174288,0.4533296227455139,1.4497476069167916
3,0.5037445,1.322560222255444,0.5100306272506714,1.2677313897163962
4,0.5244697,1.273477793088664,0.5210365056991577,1.3085937679694137
5,0.52809227,1.2470312854987817,0.5497353076934814,1.2083633653829942
6,0.54136336,1.2217278903776951,0.5103092789649963,1.354418968981639
7,0.5507332,1.1978503416571906,0.5096126794815063,1.3214654724190713
8,0.5522658,1.1854876274266808,0.5172750353813171,1.2925348127409753
9,0.5607301,1.1635314596372404,0.5887433886528015,1.109095577610406
10,0.56588525,1.1531437174014658,0.5682641267776489,1.1518161219453107
11,0.5733742,1.1324163864529981,0.5571189522743225,1.2006849351451403
12,0.5793654,1.1278774030629883,0.5672889351844788,1.1379118605754805
13,0.5823958,1.1162881525861104,0.5600445866584778,1.1762247054349018
14,0.5862273,1.1090589909930726,0.593062162399292,1.1026521585352342
15,0.58856106,1.1036895821097752,0.5929228067398071,1.077595834713455
16,0.5935769,1.086081779178787,0.5959877371788025,1.0980431711019398
17,0.59284544,1.0854927235633927,0.5814990401268005,1.0945226145707387
18,0.5987321,1.0719500622524605,0.584703266620636,1.1219824098152316
19,0.6025985,1.0664043549215072,0.6117302775382996,1.0447290717276665
20,0.60353893,1.0596438054671553,0.6096405386924744,1.0617401183365647
21,0.6037131,1.0563254943690068,0.6135413646697998,1.0531452472710152
22,0.6103661,1.046452150986716,0.5775982141494751,1.121282312291417
23,0.6112369,1.0411436036070827,0.5947338938713074,1.1083036952777372
24,0.61249083,1.0371981904924326,0.5998885631561279,1.0600841946507538
25,0.612038,1.0332571789739091,0.6157703995704651,1.028389141299858
26,0.61914384,1.0256584941325606,0.6177208423614502,1.0424551415755643
27,0.6157303,1.0180170249426568,0.61451655626297,1.0604156759928514
28,0.6204674,1.0188789696374356,0.6071329116821289,1.0717850929849093
29,0.6238462,1.0104651628955206,0.6107550859451294,1.0492105776302394
30,0.62346303,1.0131870445016244,0.607272207736969,1.069906322728229
31,0.62673724,1.0106089000663039,0.6097798943519592,1.0551945358705772
32,0.6242642,1.0027858590568144,0.6122875213623047,1.0539024096074694
33,0.6231147,1.001385278986051,0.6136807203292847,1.063358833843634
34,0.6275036,0.9921669289586503,0.6143772602081299,1.0686125440097978
35,0.6304643,0.987940393452892,0.6039286851882935,1.0754196388404593
36,0.62781703,0.9869728449112719,0.6277514696121216,1.0157694104787998
37,0.6341914,0.981627782068223,0.6209250688552856,1.0457389220848625
38,0.63345987,0.9797671199812403,0.6177208423614502,1.064421817531623
39,0.63565433,0.9771545877891498,0.6167455911636353,1.0337491320447691
40,0.6366993,0.9742413784228604,0.6139593124389648,1.058335355079483
41,0.63750046,0.9729076047261567,0.6369462013244629,1.0203908349053379
42,0.6379533,0.9713255204544524,0.6354137659072876,1.0108150181978917
43,0.6369083,0.9687667023616964,0.6195319294929504,1.0527483513176557
44,0.63805777,0.9684892893667991,0.6313736438751221,1.0147272786180035
45,0.6438051,0.9581162183111773,0.6117302775382996,1.0553676815343853
46,0.64342195,0.95920763743983,0.6338813304901123,1.0079189855496375
47,0.6416455,0.9587101400315838,0.6292839050292969,1.0358671797587367
48,0.65004003,0.9479574704021574,0.6047645807266235,1.0824994103561107
49,0.6447455,0.9531097297255882,0.6234326958656311,1.0271968479507247
50,0.64777595,0.947918069392122,0.6219002604484558,1.0769407454225206
51,0.647358,0.9472316595831113,0.6163276433944702,1.0463103197782808
52,0.6440489,0.9490152065306067,0.6224575042724609,1.0418299448858832
53,0.64777595,0.9422211481936985,0.6163276433944702,1.0629584699927281
54,0.64969176,0.942623665412602,0.6258010864257812,1.0202808789005848
55,0.6540806,0.9401703720357028,0.6315129399299622,1.0020319963106041
56,0.64875126,0.9367311883838063,0.6345778703689575,0.9994423830532436
57,0.6515727,0.9333452028230654,0.6281694173812866,1.022155526953841
58,0.6501097,0.9334304039163306,0.6334633827209473,1.0169722040106772
59,0.6560312,0.9246635199498348,0.6277514696121216,1.009553860375794
60,0.65404576,0.9277113821153635,0.6276121735572815,1.0095941129585069
61,0.652757,0.9311620608206232,0.6170242428779602,1.0529732713795001
62,0.65446377,0.9291081090133564,0.6331847310066223,1.0022103680512073
63,0.6567975,0.9251138735055848,0.6359710097312927,0.9973308233604952
64,0.6553346,0.9266424486847971,0.622875452041626,1.0398742906493907
65,0.6590616,0.9207003061111754,0.6185566782951355,1.0544272026799124
66,0.658574,0.9178889677597565,0.6161883473396301,1.045751615831466
67,0.6596538,0.9141643566727169,0.6320702433586121,1.0028253278548953
68,0.6580515,0.9130220549404486,0.6324881315231323,1.008475349852221
69,0.6616044,0.9157608550038929,0.6260796785354614,1.0463992563852462
70,0.6607684,0.9186396088359406,0.6258010864257812,1.0405290921639851
71,0.66156954,0.9107250006263908,0.6219002604484558,1.04923090093745
72,0.66299766,0.9081928212630462,0.6121482253074646,1.0666815384944257
73,0.6636943,0.9106734354853352,0.6292839050292969,1.0233398308890813
74,0.66466963,0.9054716855278209,0.6317915916442871,1.0189554971318684
75,0.663346,0.9058459869160739,0.6345778703689575,1.006479139413034
76,0.6814936,0.861945947213392,0.6510170102119446,0.9648934864140912
77,0.6879724,0.8454585459116148,0.65268874168396,0.9611094037149237
78,0.69002753,0.8395373606998231,0.6505990624427795,0.9642485117108485
79,0.68999267,0.8349740610521637,0.6521314978599548,0.9612408240016173
80,0.6917691,0.8324462405117773,0.6482307314872742,0.9678096617786092
81,0.69319725,0.8276233586893298,0.6522708535194397,0.9677410211427593
82,0.69277924,0.828274229102766,0.6512956023216248,0.9623770759643104
83,0.69577485,0.8253832432397328,0.6505990624427795,0.9649713780761064
84,0.6933366,0.8281598938574857,0.6511563062667847,0.9660664385293114
85,0.6960535,0.8245348535347576,0.6521314978599548,0.9600433508444377
86,0.6957052,0.8263333676302254,0.6457230448722839,0.9702376720798351
87,0.69856143,0.8194524139449275,0.6496238708496094,0.9672408748649561
88,0.69584453,0.8252952017689114,0.6478127837181091,0.9687134566563489
89,0.6997457,0.8178731820074184,0.6512956023216248,0.9644156562547958
90,0.6971333,0.8180947991107432,0.6468375325202942,0.9656890549344849
91,0.69699395,0.8151488068908596,0.6487879753112793,0.962647074110563
92,0.6992929,0.8102344908831058,0.653803288936615,0.9593695322096796
93,0.69897944,0.8164122392261218,0.6490665674209595,0.9624316215382276
94,0.6993974,0.8169328839831469,0.6528280973434448,0.9635658517924149
95,0.69911873,0.8159715181201092,0.6539425849914551,0.9622080082280884
96,0.7022885,0.8103177930434764,0.6497631669044495,0.9589085003299347
97,0.69953674,0.8082368806087051,0.6517135500907898,0.963422236053284
98,0.69894457,0.8113821908977447,0.6518529057502747,0.9643806485818867
99,0.701766,0.8103058670725526,0.65422123670578,0.9649957997382401
100,0.7014525,0.8079922220374255,0.65268874168396,0.9651450261195479
101,0.70281094,0.8083736296669062,0.6476734280586243,0.9714042483747222
102,0.70075583,0.8102288336592569,0.6515742540359497,0.9614233004412435
103,0.6998851,0.8066646280846438,0.6521314978599548,0.9664731330611175
104,0.70385593,0.8037042185789266,0.6503204107284546,0.9645119737070827
105,0.6997457,0.8079116423387729,0.6475341320037842,0.9693587627806813
106,0.701557,0.8081060028768781,0.6485093235969543,0.9737128657728691
107,0.7034728,0.7983931174488865,0.6515742540359497,0.9644960390554892
108,0.7056324,0.797315717554212,0.6511563062667847,0.969857645752238
109,0.7089066,0.794508967372524,0.653106689453125,0.9661267904492599
