epoch,accuracy,loss,val_accuracy,val_loss
0,0.29707843,0.1382411527038451,0.34987810254096985,0.11382802195901531
1,0.39783168,0.10606270723254761,0.4218042492866516,0.10291690490452182
2,0.44999346,0.09862195270215235,0.470045268535614,0.09548770611147481
3,0.47441983,0.09462314321452171,0.438174843788147,0.10104229100611682
4,0.4974093,0.09157423774457576,0.4895506799221039,0.09328461923704294
5,0.50986195,0.08995147587742591,0.5074886679649353,0.09233485986467273
6,0.5219663,0.0877446741045427,0.5027864575386047,0.09029629701201569
7,0.5273653,0.08705483787674957,0.5024381875991821,0.09108486055590807
8,0.5356381,0.08566379703546621,0.5055729746818542,0.09076127363482406
9,0.54595727,0.08402353688012418,0.4881574511528015,0.0944295527964301
10,0.5465668,0.08391362044441376,0.5247300863265991,0.08605669075782106
11,0.55218357,0.08261995874424781,0.5600835680961609,0.08290320477577835
12,0.56315583,0.08160358339466361,0.5118425488471985,0.08899480719229602
13,0.5664214,0.08097399898541997,0.5534656643867493,0.0835832041217574
14,0.57121086,0.08021874815548707,0.5651341080665588,0.08232272745933071
15,0.57282186,0.08013647598751214,0.5428422093391418,0.08420374340211337
16,0.5777855,0.07880712385467915,0.5595611333847046,0.08154017923549674
17,0.5802238,0.07857996178642918,0.5358759760856628,0.08642782541319535
18,0.5842731,0.07817967506173014,0.5444096326828003,0.08638769292179528
19,0.58662426,0.07733619984828295,0.5658307075500488,0.0811939336715032
20,0.5852745,0.0775291606220702,0.5774991512298584,0.08070411922384828
21,0.5919798,0.07674431332857456,0.5719261765480042,0.08084172242425203
22,0.596508,0.07609195952135545,0.539533257484436,0.08540345352883955
23,0.5929377,0.07652905811729442,0.5830721259117126,0.07963741112673005
24,0.598119,0.07598054408053888,0.5600835680961609,0.08248207377395078
25,0.6001654,0.07531806769350452,0.5896900296211243,0.07765966180993555
26,0.60412765,0.07530084493357019,0.5891675353050232,0.07761539607586158
27,0.6047372,0.0747094388898567,0.5740160346031189,0.08308486725573172
28,0.6099186,0.07412053462115153,0.5903866291046143,0.07869600105767298
29,0.6095267,0.07437319008835193,0.5768024921417236,0.08018390845231003
30,0.61449033,0.07369016785202669,0.5792406797409058,0.08012679937574266
31,0.6151435,0.07365558106763168,0.5957854390144348,0.07840798392201583
32,0.616232,0.0732871316214066,0.5936955809593201,0.07704577487817171
33,0.6190186,0.07310882722348638,0.5820271968841553,0.07957966330106646
34,0.61893153,0.07267299150095859,0.591779887676239,0.07826470941024888
35,0.6181042,0.07286169189427255,0.5642633438110352,0.08121670612845426
36,0.62345976,0.07240169928455589,0.6015325784683228,0.07583907188459042
37,0.62450475,0.0720369275502798,0.6055381298065186,0.07593605932314111
38,0.6212827,0.07222425895123258,0.6039707660675049,0.07550591857632209
39,0.6233727,0.07194850307956961,0.5968303680419922,0.07714848808401846
40,0.6229808,0.07195787574500125,0.6024033427238464,0.07526161041057554
41,0.62772673,0.07156741739788297,0.5966562032699585,0.07643016585538463
42,0.62881523,0.0714172942725039,0.5982236266136169,0.07739296537612797
43,0.6294248,0.07108378143549723,0.5673981308937073,0.08274256352897058
44,0.63269037,0.070756309971044,0.5983977913856506,0.07608237691568771
45,0.63064396,0.07067848787132769,0.602055013179779,0.07563221570362574
46,0.63438845,0.07046951177852893,0.6027516722679138,0.07683611079111036
47,0.6384813,0.0697920438785077,0.5907349586486816,0.0793766820993377
48,0.6316454,0.07057551781381667,0.6152908205986023,0.07397303098987221
49,0.6365655,0.07001636062202961,0.6083246469497681,0.07539743668513611
50,0.63695735,0.06973778401430634,0.602055013179779,0.07726119354351685
51,0.64144206,0.06931448397116537,0.5762800574302673,0.08345875765535317
52,0.64257413,0.0692752727842686,0.5977011322975159,0.07732719021811381
53,0.64300954,0.06911797543053592,0.6032741069793701,0.0774730953894937
54,0.64257413,0.06908691606751621,0.5672239661216736,0.08368773473986596
55,0.63739276,0.06955798978574203,0.6024033427238464,0.07645078885227244
56,0.6508033,0.06845486754345614,0.5940439105033875,0.07732630095459866
57,0.6458832,0.06873202527379597,0.6100661754608154,0.07667862215199067
58,0.6464057,0.06824627491566158,0.6067572236061096,0.07548296486862194
59,0.64814734,0.06831081636957544,0.6105886697769165,0.07618605038485267
60,0.6467976,0.06870259764680627,0.6111111044883728,0.07589218500665529
61,0.66621673,0.06546793035374876,0.6347962617874146,0.07135936949766708
62,0.67157227,0.06392621966784862,0.6273075342178345,0.07140303258331591
63,0.67945313,0.06310710600174345,0.6278300285339355,0.07152407532424845
64,0.6770148,0.06313114983341943,0.6285266280174255,0.07167899410085618
65,0.6796273,0.06296087932758863,0.6328805088996887,0.07132471387590195
66,0.68149954,0.06244626387119392,0.6323580741882324,0.07165667291007902
67,0.6815431,0.06267505520011118,0.6353186964988708,0.07105308947471616
68,0.68641967,0.06185234712520572,0.6367119550704956,0.07131375492693488
69,0.68001914,0.06253137191726012,0.6327064037322998,0.07132662827157468
70,0.68567944,0.06194739347208531,0.6349703669548035,0.07115673158838125
71,0.6869857,0.06177566744357629,0.6347962617874146,0.07099203670540781
72,0.6837637,0.06203558708379664,0.6368861198425293,0.07113193575382357
73,0.6838072,0.062064052421928737,0.6361894607543945,0.0706728980638079
74,0.6875517,0.06157794881002346,0.6410658359527588,0.0709402886848963
75,0.68650675,0.06153562100782679,0.639672577381134,0.07078462688350295
76,0.6866809,0.0616958948563428,0.630094051361084,0.07167955673776907
77,0.6893804,0.061454997571069175,0.6323580741882324,0.07094888221985038
78,0.6910785,0.0612971339526115,0.6372343897819519,0.07120415020782081
79,0.6899465,0.060957213608992394,0.6354928612709045,0.07099011735176426
80,0.6874211,0.061197422545709965,0.6334030032157898,0.07095229632189697
81,0.69025123,0.060962231228723435,0.6335771679878235,0.07157517425931317
82,0.69068664,0.06116867157300825,0.637756884098053,0.071052829087175
83,0.688379,0.06104755015100497,0.6346220970153809,0.07096262342867142
84,0.6896852,0.06088605918752232,0.6332288384437561,0.07170732819174525
85,0.6929508,0.06066094127090691,0.632009744644165,0.07135250925166563
86,0.6915139,0.06079159168655562,0.6365377902984619,0.0709394400881604
87,0.69373447,0.060588436325866926,0.637060284614563,0.0708224548877469
88,0.6945182,0.06046085079918025,0.637756884098053,0.07075778488102212
89,0.69595504,0.0602873311537709,0.6363636255264282,0.07086292456527987
90,0.6945182,0.060178841967817726,0.6372343897819519,0.07083290930576583
91,0.69425696,0.06016215716968006,0.6382793188095093,0.07071852788604206
92,0.69477946,0.060528168881113883,0.6391501426696777,0.07071671009748831
93,0.6961292,0.06008007674037089,0.6379310488700867,0.07067450154890627
94,0.69464886,0.06037368711596523,0.637756884098053,0.07069069186036739
95,0.694823,0.06018146163406321,0.6393242478370667,0.07064559383078428
96,0.6940828,0.06049690002059471,0.6403692364692688,0.07053307582436436
97,0.69421345,0.06064598679152608,0.638975977897644,0.07055263779473529
98,0.69978666,0.05946714240135841,0.6394984126091003,0.07055914974231331
99,0.6987852,0.05994262727415494,0.6401950716972351,0.07054497513080549
100,0.6946053,0.06009816087981242,0.6394984126091003,0.07069976337952134
101,0.6959986,0.060403008153457304,0.6388018131256104,0.0706209291261856
102,0.6949972,0.060289188409114264,0.6368861198425293,0.07054177791305802
103,0.69264597,0.060350327464906116,0.6393242478370667,0.07054498278640031
104,0.6944747,0.06039239404748271,0.6375827193260193,0.07057042678384073
105,0.69778377,0.059932832382500974,0.6394984126091003,0.07051613246707375
106,0.69282013,0.06040646824889232,0.6393242478370667,0.07058858500358245
107,0.6971307,0.06008164744227106,0.6394984126091003,0.0704759670410452
108,0.6918622,0.060399270373128415,0.6382793188095093,0.07073887723044874
109,0.6962163,0.05979375634930414,0.6398467421531677,0.07059067614358379
