epoch,accuracy,loss,val_accuracy,val_loss
0,0.31667176,1.800724495182352,0.40874260663986206,1.59124593459036
1,0.4134628,1.5755752402499643,0.4670846462249756,1.4288925301609285
2,0.4526059,1.4551094966371374,0.4712643623352051,1.4320227176376603
3,0.48600164,1.3815223258046272,0.4594218134880066,1.4794535761052248
4,0.50093615,1.3346053451012894,0.49477532505989075,1.313217467607334
5,0.5147821,1.2950829967123902,0.5144549012184143,1.3316369889630377
6,0.5274524,1.2669106723279475,0.49146637320518494,1.3891925677651937
7,0.53328687,1.2493842818706198,0.5332636833190918,1.2612565125957345
8,0.5407759,1.2230913318817236,0.49390456080436707,1.357962695782461
9,0.54425913,1.2021620255371575,0.5417972803115845,1.239764364286401
10,0.5551008,1.185615480244588,0.5741901993751526,1.1462093801790727
11,0.5592372,1.173593496878717,0.5639150142669678,1.1719610762488173
12,0.5667697,1.1600884304353076,0.5698363184928894,1.1573943422464326
13,0.5683807,1.1501867199627156,0.560606062412262,1.1984734554317344
14,0.5720817,1.1405119718006098,0.5562521815299988,1.1797444496118246
15,0.57996255,1.1313121593911506,0.5942180156707764,1.1066158823500274
16,0.5812252,1.1217881856093592,0.5715778470039368,1.19828486932524
17,0.58658075,1.1089083765870098,0.561302661895752,1.2006910692229582
18,0.58719033,1.104475611782294,0.583594560623169,1.1149990565267767
19,0.59228456,1.093801497974492,0.5867293477058411,1.1099351022103157
20,0.59372145,1.0872216326818658,0.5823754668235779,1.1638875359734855
21,0.5995559,1.0795978154138295,0.5830721259117126,1.1444099969624726
22,0.59803194,1.0764553293559176,0.6036224365234375,1.0753503688242907
23,0.60038316,1.071625304143212,0.5907349586486816,1.0898429530707439
24,0.60517263,1.0651503023659237,0.5909090638160706,1.113542621163116
25,0.6067401,1.0592232913566506,0.6048415303230286,1.064486014556486
26,0.60869944,1.0507775017873335,0.591779887676239,1.1014387784042412
27,0.6098315,1.0437616039465387,0.5996168851852417,1.0937220940229495
28,0.6116602,1.041088954022335,0.5895158648490906,1.097552738925465
29,0.614142,1.0381345675612075,0.6003134846687317,1.0919474475851294
30,0.6144468,1.0318683662474553,0.5863810777664185,1.1100326838787322
31,0.6171463,1.0279449997435315,0.5799372792243958,1.1487415394937481
32,0.61488223,1.0252327037925801,0.5876001119613647,1.122333491110129
33,0.62184876,1.022693662435399,0.5983977913856506,1.08826367894933
34,0.6206296,1.0135096061285245,0.5990943908691406,1.0993113449665364
35,0.6237645,1.0076572825316221,0.6030999422073364,1.0989692175857533
36,0.6217617,1.0077482382151954,0.5896900296211243,1.0983040548707914
37,0.6272913,1.0024609746362863,0.6053639650344849,1.0648152766348966
